time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Latitude,.Longitude,.Altitude,.Easting,.Northing,.Zone_nos,.Zone_let
2022/02/08/11:51:17.490025,91,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:18.504775,92,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:19.495629,93,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:20.494042,94,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:21.494311,95,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:22.490909,96,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:23.506113,97,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:24.494781,98,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:25.511632,99,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:26.513519,100,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:27.496295,101,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:28.512436,102,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:29.515081,103,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:30.508225,104,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:31.496211,105,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:32.512408,106,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:33.527146,107,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:34.510850,108,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:35.508329,109,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:36.507822,110,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:37.507685,111,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:38.521738,112,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:39.491077,113,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:40.515538,114,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:41.508034,115,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:42.515730,116,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:43.530592,117,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:44.489727,118,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:45.508142,119,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:46.511925,120,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:47.491415,121,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:48.506194,122,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:49.489644,123,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:50.489576,124,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:51.490183,125,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:52.492250,126,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:53.506755,127,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:54.492456,128,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:55.490738,129,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:56.489654,130,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:57.490155,131,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:58.506258,132,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:59.493029,133,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:00.491416,134,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:01.489858,135,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:02.491167,136,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:03.505808,137,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:04.491346,138,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:05.490085,139,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:06.491196,140,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:07.490934,141,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:08.505243,142,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:09.489913,143,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:10.493312,144,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:11.496371,145,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:12.497349,146,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:13.511370,147,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:14.490841,148,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:15.508495,149,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:16.515091,150,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:17.491586,151,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:18.515463,152,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:19.508441,153,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:20.507645,154,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:21.490101,155,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:22.509667,156,0,0,,42.34067833333334,-71.09821166666667,6.9,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:52:23.523726,157,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
